samplename	originalsamplename	sitename	country	longitude	latitude	elevation	locationreliability	locationnotes	areaofsite	samplecontext	sitedescription	vegdescription	sampletype	samplemethod	agebp	ageuncertainty	ispercent	notes	okexcept	empd_version
Tinner_a13	NOVO 3	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Juglans regiawoodland (60% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a14	NOVO 4	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Acer turkestanica, Crataegus turkestanica, Malus kirghisorum, Prunus mahaleb; 30% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a15	NOVO 5	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Prunus mahaleb, Juglans regia, Prunus sogdiana, Crataegus turkestanica; 40% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a16	NOVO 6	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	closed forest		Mixed deciduous forest (Juglans regia, Prunus mahaleb, Crataegus turkestanica, Prunus sogdiana; 80% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a17	NOVO 7	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Acer turkestanica, Juglans regia, Crataegus turkestanica; 40% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a18	NOVO 8	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Acer turkestanica, Crataegus turkestanica, Malus kirghisorum, Prunus sogdiana; 50% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a19	NOVO 9	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Prunus mahaleb, Crataegus turkestanica, Juglans regia, Malus kirghisorum, Prunus sogdiana; 60% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a20	NOVO 10	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Crataegus, Malus kirghisorum; 40%)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a21	NOVO 11	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Acer turkestanica, Crataegus turkestanica, Juglans regia, Malus kirghisorum, Prunus sogdiana; 60% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Leroy_i23	9313	Lago de Banyoles	Spain	2.750833	42.123233	175	B	Coordinates estimated from Google Earth					sediment	box	-43	A	f	Lithology: fine		EMPD2
Tinner_a22	KAO 1	Karakol lake; Picea forests	Kyrgyzstan	77.383333	42.833333	2353	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Picea schrenkiana forest (100% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a23	KAO 2	Karakol lake; Picea forests	Kyrgyzstan	77.383333	42.833333	2353	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Picea schrenkiana woodland (50% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a24	KAO 3	Karakol lake; Picea forests	Kyrgyzstan	77.383333	42.833333	2353	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	pasture		Meadows (Poaceae, other herbs)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a25	KAO 4	Karakol lake; Picea forests	Kyrgyzstan	77.383333	42.833333	2353	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Picea schrenkiana and Juniperus woodland (25% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a26	KAO 5	Karakol lake; Picea forests	Kyrgyzstan	77.383333	42.833333	2353	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Picea schrenkiana forest (75% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a27	KAO 6	Karakol lake; Picea forests	Kyrgyzstan	77.383333	42.833333	2353	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Picea schrenkiana forest (100% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a28	BAO2 1	Bakaly lake; N-S transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Mixed forest (Crataegus turkestanica, Malus kirghisorum, Juniperus turkestanica, J. semiglobosa,Prunus mahaleb; 70% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a29	BAO2 2	Bakaly lake; N-S transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	shrubs		Shrubland (Exochorda tianschanica, Lonicera nummularifolia, Malus kirghisorum; 0% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a30	BAO2 3	Bakaly lake; N-S transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	natural grasslands		Wet meadow (Cyperaceae; 0% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a31	BAO2 4	Bakaly lake; N-S transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Mixed deciduous woodland (Malus kirghisorum, Crataegus turkestanica; 50% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a32	BAO2 5	Bakaly lake; N-S transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Mixed forest (Picea schrenkiana, Crataegus turkestanica; 70% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a33	BAO2 6	Bakaly lake; N-S transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Mixed forest (Picea schrenkiana, Acer turkestanica, Prunus mahaleb, Juniperus turkestanica; 80% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a34	BAO 1	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Mixed deciduous woodland (Juglans regia, Prunus mahaleb, Acer turkestanica, Juniperus turkestanica; 60% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a35	BAO 2	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	shrubs		Shrubland (Cotoneaster multiflora, Rubus caesius, Spiraea hypericifolia; 0% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a36	BAO 3	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Mixed woodland (Juniperus turkestanica, Acer turkestanica; 50% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Klemm_a22	07-SA-31	Saskylakh region (Sakha)	Russian Federation	111.11761	72.07088	38	A		64		Lake size: 150 x 150 m max. depth: 6.9 m human impact: no	terrestrial vegetation: tundra-forest	sediment	gravity corer	-57	A	f	Data from PANGAEA: Klemm, J et al. (2015): Pollen in surface sediments in the Arctic Siberia. doi:10.1594/PANGAEA.848290		EMPD2
Tinner_a37	BAO 4	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Birch forest (Betula alba; tree canopy cover 80%)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a38	BAO 5	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	natural grasslands		Wet meadow (Cyperaceae; 0% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a39	BAO 6	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Mixed woodland (Juniperus turkestanica, J. semiglobosa, Malus kirghisorum; 40% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a40	BAO 7	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	shrubs		Shrubland (Exochorda tianschanica, Berberis heteropoda; 0% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a41	BAO 8	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Mixed woodland (Acer turkestanica, Juniperus turkestanica, Juglans regia, Malus kirghisorum; 40% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a42	BAO 9	Bakaly lake; W-E transect through mixed forests	Kyrgyzstan	71.966667	41.866667	1880	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Mixed woodland (Juniperus turkestanica, Juglans regia; 30% tree canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
